StockCode,CurrentPrice,OptimalPrice,PriceChange(%),CurrentQuantity,EstimatedQuantity,CurrentRevenue,EstimatedRevenue,RevenueGain,RevenueGain(%),Elasticity
71477,3.95,2.94,-25.45,12,9,47.4,26.5,-20.9,-44.09,-3.57
23452,1.95,1.56,-20.15,6,17,11.7,26.47,14.77,126.23,-4.62
22663,2.08,1.65,-20.54,1,16,2.08,26.44,24.36,1171.29,-4.36
22158,2.95,2.4,-18.59,8,11,23.6,26.42,2.82,11.93,-3.55
47590A,5.45,4.4,-19.24,3,6,16.35,26.41,10.06,61.52,-3.93
23326,0.63,0.75,19.67,6,35,3.78,26.39,22.61,598.07,0.0
84563A,2.95,3.3,11.78,6,8,17.7,26.38,8.68,49.04,-3.34
48173C,8.25,6.59,-20.07,2,4,16.5,26.38,9.88,59.87,-4.45
21935,1.65,1.32,-20.1,2,20,3.3,26.37,23.07,698.97,-5.25
23235,1.25,2.2,75.75,12,12,15.0,26.36,11.36,75.75,-3.96
48129,8.25,6.59,-20.17,2,4,16.5,26.34,9.84,59.66,-4.36
48111,7.08,6.59,-6.98,10,4,70.8,26.34,-44.46,-62.79,-4.39
21166,2.08,1.65,-20.88,12,16,24.96,26.33,1.37,5.5,-4.29
35001G,1.25,2.92,134.0,12,9,15.0,26.33,11.33,75.5,-4.25
21733,2.95,2.39,-18.99,1,11,2.95,26.29,23.34,791.07,-4.45
22411,1.79,1.64,-8.25,10,16,17.9,26.28,8.38,46.81,-4.16
20914,2.95,2.39,-19.14,3,11,8.85,26.24,17.39,196.5,-4.15
22660,7.08,6.56,-7.36,10,4,70.8,26.23,-44.57,-62.95,-4.28
48116,8.25,6.56,-20.51,4,4,33.0,26.23,-6.77,-20.51,-4.19
22457,2.95,2.38,-19.26,6,11,17.7,26.2,8.5,48.02,-2.9
23023,1.65,1.38,-16.54,6,19,9.9,26.16,16.26,164.28,-4.21
22470,2.95,2.38,-19.41,1,11,2.95,26.15,23.2,786.52,-3.8
15058A,7.95,6.52,-18.0,2,4,15.9,26.08,10.18,64.0,-4.69
23322,2.95,2.37,-19.77,2,11,5.9,26.03,20.13,341.25,-4.25
23251,1.04,1.0,-3.85,96,26,99.84,26.0,-73.84,-73.96,-4.44
84763,1.25,1.0,-20.0,2,26,2.5,26.0,23.5,940.0,-5.44
23236,2.89,2.36,-18.27,1,11,2.89,25.98,23.09,798.99,-3.96
22855,1.25,1.0,-20.07,4,26,5.0,25.98,20.98,419.52,-4.3
21425,2.95,2.36,-20.0,6,11,17.7,25.96,8.26,46.67,-6.11
23597,2.95,2.36,-20.0,1,11,2.95,25.96,23.01,780.0,-5.71
22272,2.95,2.36,-20.0,1,11,2.95,25.96,23.01,780.0,-5.58
84625A,0.85,1.13,32.71,24,23,20.4,25.94,5.54,27.18,-2.14
21126,1.25,1.0,-20.18,12,26,15.0,25.94,10.94,72.95,-5.96
23483,1.25,1.0,-20.22,12,26,15.0,25.93,10.93,72.86,-3.3
22453,2.95,2.35,-20.25,12,11,35.4,25.88,-9.52,-26.9,-3.81
21175,2.08,1.99,-4.37,48,13,99.84,25.86,-73.98,-74.1,-3.11
21484,4.25,3.23,-23.99,3,8,12.75,25.84,13.09,102.68,-4.5
84800M,1.69,1.23,-27.23,2,21,3.38,25.83,22.45,664.09,-2.69
22935,3.25,2.57,-20.84,4,10,13.0,25.73,12.73,97.9,-3.63
84799,1.25,1.17,-6.56,6,22,7.5,25.7,18.2,242.61,-0.44
21429,1.95,1.51,-22.5,8,17,15.6,25.69,10.09,64.7,-5.24
22365,8.25,6.42,-22.15,1,4,8.25,25.69,17.44,211.39,-3.62
85180B,4.65,2.84,-38.98,4,9,18.6,25.53,6.93,37.28,-1.52
82582,2.1,1.7,-18.97,6,15,12.6,25.52,12.92,102.57,-4.52
23244,1.95,1.6,-18.19,6,16,11.7,25.52,13.82,118.15,-5.07
22734,2.89,2.32,-19.77,4,11,11.56,25.5,13.94,120.62,-3.26
85174,4.95,4.25,-14.13,1,6,4.95,25.5,20.55,415.2,-2.69
22492,0.65,0.8,22.56,36,32,23.4,25.49,2.09,8.94,-0.48
22771,1.25,1.5,19.89,12,17,15.0,25.48,10.48,69.85,1.58
23013,3.95,3.18,-19.41,2,8,7.9,25.47,17.57,222.34,-4.79
22630,1.95,1.58,-18.94,2,16,3.9,25.29,21.39,548.48,-3.93
22902,2.1,1.68,-20.0,12,15,25.2,25.2,0.0,0.0,-3.53
22041,2.55,2.1,-17.65,3,12,7.65,25.2,17.55,229.39,-3.45
82600,1.85,1.68,-9.31,48,15,88.8,25.17,-63.63,-71.66,-4.16
23431,0.83,0.66,-20.3,12,38,9.96,25.14,15.18,152.39,-5.24
21934,1.65,1.32,-20.07,10,19,16.5,25.06,8.56,51.86,-4.77
22121,5.95,5.01,-15.83,2,5,11.9,25.04,13.14,110.44,-5.26
23401,4.15,5.0,20.48,18,5,74.7,25.0,-49.7,-66.53,-4.62
22894,9.95,8.33,-16.26,2,3,19.9,25.0,5.1,25.62,-2.44
22784,4.95,4.16,-16.0,3,6,14.85,24.95,10.1,68.0,-3.68
23406,6.25,4.97,-20.42,2,5,12.5,24.87,12.37,98.96,-4.46
22222,4.95,3.55,-28.26,1,7,4.95,24.86,19.91,402.18,-2.84
84625C,0.85,1.77,107.84,47,14,39.95,24.73,-15.22,-38.09,-0.48
21195,1.69,1.54,-8.66,48,16,81.12,24.7,-56.42,-69.55,-1.37
84947,1.25,1.03,-17.68,24,24,30.0,24.7,-5.3,-17.68,-3.84
35809A,0.83,0.88,6.23,3,28,2.49,24.69,22.2,891.49,-4.96
21284,0.39,0.99,153.13,12,25,4.68,24.68,20.0,427.35,-3.49
22723,1.25,3.08,146.71,12,8,15.0,24.67,9.67,64.47,-4.58
23306,1.45,1.17,-19.2,1,21,1.45,24.6,23.15,1596.7,-3.87
22971,2.55,2.05,-19.7,12,12,30.6,24.57,-6.03,-19.7,-3.67
72819,1.25,1.75,40.25,1,14,1.25,24.54,23.29,1863.48,-3.68
23035,1.45,1.17,-19.43,18,21,26.1,24.53,-1.57,-6.0,-4.04
21200,1.65,1.23,-25.7,2,20,3.3,24.52,21.22,642.96,-2.67
85095,4.13,1.88,-54.36,1,13,4.13,24.5,20.37,493.28,-3.36
21535,2.55,2.04,-20.0,6,12,15.3,24.48,9.18,60.0,-4.4
21715,2.55,2.04,-20.0,2,12,5.1,24.48,19.38,380.0,-4.02
22970,2.55,2.04,-20.0,18,12,45.9,24.48,-21.42,-46.67,-3.81
23487,9.95,8.16,-18.0,1,3,9.95,24.48,14.53,146.0,-3.46
37475,9.95,8.16,-18.0,1,3,9.95,24.48,14.53,146.0,-4.52
23358,1.25,2.72,117.54,18,9,22.5,24.47,1.97,8.77,-2.17
84406B,4.15,3.06,-26.31,16,8,66.4,24.47,-41.93,-63.15,-3.36
22055,0.39,1.16,198.7,16,21,6.24,24.46,18.22,292.04,-5.37
22751,3.75,3.05,-18.66,1,8,3.75,24.4,20.65,550.73,-4.56
21136,1.69,1.36,-19.79,1,18,1.69,24.4,22.71,1343.82,-3.27
23536,5.95,4.88,-18.0,4,5,23.8,24.4,0.6,2.5,-3.14
23138,1.45,1.16,-20.0,2,21,2.9,24.36,21.46,740.0,-4.69
21211,1.45,1.16,-20.0,12,21,17.4,24.36,6.96,40.0,-6.09
22973,1.45,1.34,-7.29,48,18,69.6,24.2,-45.4,-65.23,-3.26
22677,1.25,1.01,-19.34,10,24,12.5,24.2,11.7,93.58,-5.42
22750,3.75,3.02,-19.35,4,8,15.0,24.2,9.2,61.3,-4.53
23234,2.89,2.41,-16.57,6,10,17.34,24.11,6.77,39.04,-3.55
21673,1.45,1.05,-27.76,1,23,1.45,24.09,22.64,1561.41,-3.77
22379,2.1,1.72,-18.17,1,14,2.1,24.06,21.96,1045.6,-4.27
23088,1.25,1.05,-16.4,16,23,20.0,24.04,4.04,20.18,-2.45
22773,1.25,1.5,20.16,12,16,15.0,24.03,9.03,60.21,2.34
79067,3.75,3.0,-20.0,8,8,30.0,24.0,-6.0,-20.0,-3.1
23503,1.25,1.0,-20.04,12,24,15.0,23.99,8.99,59.92,-4.52
22251,1.25,1.0,-20.16,3,24,3.75,23.95,20.2,538.7,-5.73
22561,1.65,1.33,-19.4,1,18,1.65,23.94,22.29,1350.76,-3.39
21259,5.95,4.78,-19.59,12,5,71.4,23.92,-47.48,-66.5,-3.87
22139,4.95,3.99,-19.48,3,6,14.85,23.91,9.06,61.03,-3.17
21942,0.39,0.66,70.26,5,36,1.95,23.9,21.95,1125.85,-7.39
22904,2.95,2.39,-18.98,8,10,23.6,23.9,0.3,1.27,-3.21
22296,1.65,1.33,-19.53,2,18,3.3,23.9,20.6,624.19,-3.14
22138,4.95,3.98,-19.54,3,6,14.85,23.9,9.05,60.92,-3.33
37476,9.95,7.96,-20.0,1,3,9.95,23.88,13.93,140.0,-3.88
23319,2.49,1.99,-20.11,12,12,29.88,23.87,-6.01,-20.11,-3.86
15056BL,5.95,4.76,-19.96,36,5,214.2,23.81,-190.39,-88.88,-2.77
22339,0.19,0.21,10.88,16,113,3.04,23.81,20.77,683.07,-5.02
44242B,0.79,1.13,43.29,20,21,15.8,23.77,7.97,50.46,1.09
85045,4.95,3.96,-20.0,2,6,9.9,23.76,13.86,140.0,-5.82
21534,4.95,3.96,-20.0,6,6,29.7,23.76,-5.94,-20.0,-4.89
23116,4.95,3.96,-20.0,1,6,4.95,23.76,18.81,380.0,-4.76
23114,4.95,3.96,-20.0,9,6,44.55,23.76,-20.79,-46.67,-5.04
23115,4.95,3.96,-20.0,1,6,4.95,23.76,18.81,380.0,-4.9
85034B,1.25,1.58,26.72,2,15,2.5,23.76,21.26,850.4,-2.24
22136,1.65,1.32,-20.0,1,18,1.65,23.76,22.11,1340.0,-6.34
85187,1.65,1.32,-20.0,4,18,6.6,23.76,17.16,260.0,-7.02
85232A,4.95,3.96,-20.0,1,6,4.95,23.76,18.81,380.0,-5.31
22430,4.95,3.96,-20.07,1,6,4.95,23.74,18.79,379.58,-3.4
82482,2.95,2.15,-27.02,6,11,17.7,23.68,5.98,33.8,-3.36
23168,1.04,0.99,-5.13,36,24,37.44,23.68,-13.76,-36.75,-3.59
21463,5.95,4.74,-20.42,2,5,11.9,23.68,11.78,98.96,-4.59
20705,1.95,5.9,202.34,8,4,15.6,23.58,7.98,51.17,0.35
47599B,2.1,1.68,-20.0,12,14,25.2,23.52,-1.68,-6.67,-3.98
22518,2.1,1.68,-20.0,1,14,2.1,23.52,21.42,1020.0,-6.37
22813,1.95,1.68,-13.95,12,14,23.4,23.49,0.09,0.39,-2.88
22633,2.1,1.67,-20.38,18,14,37.8,23.41,-14.39,-38.07,-4.29
23199,1.79,1.67,-6.61,30,14,53.7,23.4,-30.3,-56.42,-3.25
22944,1.25,0.63,-49.52,12,37,15.0,23.35,8.35,55.63,-0.38
23451,1.95,1.55,-20.27,1,15,1.95,23.32,21.37,1095.9,-4.62
22558,1.65,1.29,-21.56,2,18,3.3,23.3,20.0,605.95,-3.92
23392,2.08,1.66,-20.0,1,14,2.08,23.3,21.22,1020.0,-5.75
23203,2.08,1.66,-20.25,20,14,41.6,23.22,-18.38,-44.17,-3.01
84926A,0.29,0.38,31.26,24,61,6.96,23.22,16.26,233.61,-5.21
23034,1.45,1.16,-20.14,1,20,1.45,23.16,21.71,1497.13,-3.99
23432,0.83,0.66,-20.31,12,35,9.96,23.15,13.19,132.44,-4.09
84792,4.65,3.85,-17.22,3,6,13.95,23.1,9.15,65.56,-3.45
23014,3.95,3.29,-16.65,1,7,3.95,23.05,19.1,483.48,-4.59
22464,0.79,1.28,61.94,24,18,18.96,23.03,4.07,21.45,-3.08
23351,1.25,1.0,-20.0,12,23,15.0,23.0,8.0,53.33,-4.24
23349,1.25,1.0,-20.0,3,23,3.75,23.0,19.25,513.33,-4.33
23072,1.5,11.5,666.67,48,2,72.0,23.0,-49.0,-68.06,-1.53
22524,1.25,1.0,-20.0,7,23,8.75,23.0,14.25,162.86,-5.02
22806,1.25,2.09,67.04,12,11,15.0,22.97,7.97,53.12,-2.63
21169,1.69,1.35,-20.07,1,17,1.69,22.96,21.27,1258.77,-4.88
21165,1.69,1.35,-20.11,1,17,1.69,22.95,21.26,1258.18,-4.96
22294,1.25,1.0,-20.21,24,23,30.0,22.94,-7.06,-23.53,-2.15
22980,1.65,1.35,-18.32,3,17,4.95,22.91,17.96,362.88,-4.02
23557,12.5,11.45,-8.41,1,2,12.5,22.9,10.4,83.19,-2.35
84509E,0.79,2.86,262.28,12,8,9.48,22.9,13.42,141.52,0.08
22640,0.79,1.91,141.4,4,12,3.16,22.88,19.72,624.2,-4.55
21500,0.42,0.33,-20.38,25,68,10.5,22.74,12.24,116.56,-4.17
22207,4.25,3.79,-10.86,2,6,8.5,22.73,14.23,167.42,-4.18
84459B,1.49,1.19,-20.0,1,19,1.49,22.65,21.16,1420.0,-4.88
11001,3.29,1.51,-54.13,3,15,9.87,22.64,12.77,129.36,-1.47
22488,1.65,1.33,-19.29,6,17,9.9,22.64,12.74,128.66,-4.07
22467,2.55,2.05,-19.43,6,11,15.3,22.6,7.3,47.71,-3.38
23327,0.63,0.75,19.51,4,30,2.52,22.59,20.07,796.31,0.0
21209,0.39,0.53,34.62,5,43,1.95,22.58,20.63,1057.77,-4.25
21033,2.08,1.88,-9.55,1,12,2.08,22.58,20.5,985.38,-4.41
23190,1.65,1.33,-19.6,1,17,1.65,22.55,20.9,1266.82,-3.87
85168B,8.29,7.51,-9.44,2,3,16.58,22.52,5.94,35.83,-3.58
23123,0.83,0.66,-20.32,1,34,0.83,22.49,21.66,2609.08,-6.23
22621,1.65,1.32,-20.0,12,17,19.8,22.44,2.64,13.34,-3.15
21556,2.55,2.04,-20.0,2,11,5.1,22.44,17.34,340.0,-4.69
85150,2.55,2.04,-20.04,3,11,7.65,22.43,14.78,193.18,-3.89
21340,12.75,11.21,-12.1,1,2,12.75,22.41,9.66,75.8,-3.21
35004B,5.45,4.47,-18.0,2,5,10.9,22.34,11.44,105.0,-4.8
90210C,1.0,1.24,24.0,10,18,10.0,22.32,12.32,123.2,-3.38
23160,1.25,1.48,18.77,6,15,7.5,22.27,14.77,196.91,0.79
22173,3.29,2.47,-24.8,4,9,13.16,22.27,9.11,69.2,-3.43
21625,6.95,5.55,-20.11,1,4,6.95,22.21,15.26,219.57,-2.78
84805A,1.25,1.71,36.67,12,13,15.0,22.21,7.21,48.06,-1.5
23099,6.65,5.54,-16.63,1,4,6.65,22.18,15.53,233.47,-3.5
22189,2.31,3.17,37.07,10,7,23.1,22.16,-0.94,-4.05,-2.88
22153,0.42,0.34,-20.13,1,66,0.42,22.14,21.72,5171.52,-5.12
72811,1.49,1.16,-22.15,2,19,2.98,22.04,19.06,639.6,-3.91
84927E,0.39,1.22,213.85,2,18,0.78,22.03,21.25,2724.62,-6.14
85159B,1.95,1.69,-13.16,24,13,46.8,22.01,-24.79,-52.96,-1.87
35912B,1.25,1.0,-20.0,1,22,1.25,22.0,20.75,1660.0,-5.5
72801C,1.25,1.0,-20.0,3,22,3.75,22.0,18.25,486.67,-5.35
22399,1.25,1.0,-20.0,12,22,15.0,22.0,7.0,46.67,-5.33
22053,1.25,1.0,-20.0,1,22,1.25,22.0,20.75,1660.0,-4.9
22271,2.95,2.44,-17.19,18,9,53.1,21.99,-31.11,-58.59,-3.41
21946,0.39,0.65,65.78,5,34,1.95,21.98,20.03,1027.31,-7.39
22659,1.95,1.57,-19.51,1,14,1.95,21.97,20.02,1026.89,-4.42
23500,1.25,1.0,-20.16,2,22,2.5,21.96,19.46,778.22,-2.64
84660A,0.79,1.69,113.67,15,13,11.85,21.94,10.09,85.18,0.02
23213,1.25,1.0,-20.23,12,22,15.0,21.94,6.94,46.25,-4.05
22760,10.95,10.96,0.14,54,2,591.3,21.93,-569.37,-96.29,-3.04
23129,8.29,3.65,-55.97,2,6,16.58,21.9,5.32,32.1,-2.2
85028S,1.95,2.43,24.62,2,9,3.9,21.87,17.97,460.77,6.47
84915,4.13,2.73,-33.81,1,8,4.13,21.87,17.74,429.54,-1.21
23093,2.49,1.99,-20.23,16,11,39.84,21.85,-17.99,-45.16,-2.9
21191,2.1,1.68,-20.0,4,13,8.4,21.84,13.44,160.0,-4.12
23576,1.95,1.56,-20.0,8,14,15.6,21.84,6.24,40.0,-4.93
23575,1.95,1.56,-20.0,8,14,15.6,21.84,6.24,40.0,-4.58
22694,2.1,1.68,-20.03,1,13,2.1,21.83,19.73,939.59,-4.96
23179,1.25,2.43,94.05,1,9,1.25,21.83,20.58,1646.47,-3.35
82583,2.1,1.68,-20.13,6,13,12.6,21.81,9.21,73.06,-3.71
23202,2.08,1.68,-19.38,19,13,39.52,21.8,-17.72,-44.84,-2.81
22726,3.75,3.11,-16.98,4,7,15.0,21.79,6.79,45.29,-2.95
23359,1.95,1.56,-20.19,1,14,1.95,21.79,19.84,1017.39,-2.06
22939,4.25,4.35,2.4,50,5,212.5,21.76,-190.74,-89.76,-2.62
23103,1.65,1.98,19.87,8,11,13.2,21.76,8.56,64.82,0.69
16156S,0.42,0.33,-20.35,25,65,10.5,21.74,11.24,107.09,-3.9
21317,5.45,4.33,-20.54,4,5,21.8,21.65,-0.15,-0.68,-2.68
23348,2.08,1.66,-20.0,1,13,2.08,21.63,19.55,940.0,-5.34
72802A,3.81,3.6,-5.54,18,6,68.58,21.59,-46.99,-68.51,-3.64
23201,1.79,1.66,-7.22,20,13,35.8,21.59,-14.21,-39.69,-2.64
84952A,7.46,5.39,-27.74,1,4,7.46,21.56,14.1,189.03,0.0
21888,3.75,3.08,-17.9,1,7,3.75,21.55,17.8,474.69,-3.63
85184C,2.95,2.15,-26.96,2,10,5.9,21.55,15.65,265.18,-1.76
23184,4.95,4.31,-12.97,8,5,39.6,21.54,-18.06,-45.61,-3.02
21380,2.95,2.39,-18.9,6,9,17.7,21.53,3.83,21.64,-3.22
20969,3.75,3.08,-18.0,1,7,3.75,21.53,17.78,474.03,-3.71
22273,2.95,2.39,-18.98,6,9,17.7,21.51,3.81,21.52,-3.53
22644,0.39,1.07,175.54,4,20,1.56,21.49,19.93,1277.7,-3.76
22666,2.55,2.39,-6.35,24,9,61.2,21.49,-39.71,-64.88,-3.58
22591,6.63,3.07,-53.7,5,7,33.15,21.49,-11.66,-35.18,-2.19
90154,8.95,7.16,-20.0,1,3,8.95,21.48,12.53,140.0,-4.18
72131,1.95,1.53,-21.37,4,14,7.8,21.47,13.67,175.21,-4.93
85179A,1.25,2.38,90.53,4,9,5.0,21.43,16.43,328.7,-1.25
22413,2.95,2.37,-19.57,4,9,11.8,21.36,9.56,80.98,-3.53
22334,1.65,1.33,-19.12,8,16,13.2,21.35,8.15,61.77,-4.52
21746,1.25,1.02,-18.79,12,21,15.0,21.32,6.32,42.12,-3.14
23028,1.65,1.33,-19.28,2,16,3.3,21.31,18.01,545.73,-3.47
23228,1.25,1.12,-10.34,1,19,1.25,21.29,20.04,1603.52,-1.22
22223,4.95,3.55,-28.31,3,6,14.85,21.29,6.44,43.38,-1.55
20970,3.75,3.04,-18.91,1,7,3.75,21.29,17.54,467.62,-3.65
21035,3.25,2.66,-18.19,4,8,13.0,21.27,8.27,63.61,-3.12
22646,0.39,1.12,186.96,4,19,1.56,21.26,19.7,1263.08,-3.76
21716,2.55,2.12,-16.74,1,10,2.55,21.23,18.68,732.6,-2.94
20676,1.25,1.01,-19.15,6,21,7.5,21.22,13.72,182.99,-4.64
23091,6.25,5.31,-15.12,1,4,6.25,21.22,14.97,239.53,-3.57
85163A,10.95,10.61,-3.11,2,2,21.9,21.22,-0.68,-3.11,-4.12
85145,3.95,4.24,7.42,4,5,15.8,21.22,5.42,34.27,-4.35
22378,4.13,1.51,-63.34,1,14,4.13,21.2,17.07,413.28,-2.62
85163B,10.95,10.57,-3.45,3,2,32.85,21.15,-11.7,-35.63,-2.74
22199,1.25,3.02,141.35,13,7,16.25,21.12,4.87,29.96,-3.91
21707,4.95,4.22,-14.72,4,5,19.8,21.11,1.31,6.61,-3.59
22845,6.35,5.27,-16.94,1,4,6.35,21.1,14.75,232.25,-3.94
21736,0.39,1.41,260.62,18,15,7.02,21.1,14.08,200.51,-2.46
22772,1.25,1.51,20.51,12,14,15.0,21.09,6.09,40.6,0.85
21634,0.39,0.7,80.14,48,30,18.72,21.08,2.36,12.59,-0.0
21108,0.79,1.62,104.77,18,13,14.22,21.03,6.81,47.89,-0.56
21926,1.25,1.0,-20.0,8,21,10.0,21.0,11.0,110.0,-5.44
23352,1.25,1.0,-20.0,12,21,15.0,21.0,6.0,40.0,-4.13
22525,1.25,1.0,-20.0,1,21,1.25,21.0,19.75,1580.0,-5.02
23350,1.25,1.0,-20.0,25,21,31.25,21.0,-10.25,-32.8,-4.1
21747,1.25,1.0,-20.0,1,21,1.25,21.0,19.75,1580.0,-4.58
20716,1.25,1.0,-20.0,4,21,5.0,21.0,16.0,320.0,-5.47
21069,1.25,1.0,-20.0,6,21,7.5,21.0,13.5,180.0,-4.65
23100,1.25,1.0,-20.06,2,21,2.5,20.98,18.48,739.35,-4.3
23528,3.75,2.99,-20.33,3,7,11.25,20.91,9.66,85.9,-2.1
23196,1.45,1.16,-20.0,6,18,8.7,20.88,12.18,140.0,-5.26
21706,4.95,4.17,-15.7,4,5,19.8,20.87,1.07,5.38,-2.74
23087,1.25,0.99,-20.57,16,21,20.0,20.85,0.85,4.25,-2.11
23161,1.25,1.49,18.96,12,14,15.0,20.82,5.82,38.78,-0.08
84077,0.29,0.24,-17.51,48,87,13.92,20.81,6.89,49.51,-2.35
22853,3.25,2.6,-20.12,12,8,39.0,20.77,-18.23,-46.75,-3.14
85054,5.79,2.3,-60.22,1,9,5.79,20.73,14.94,257.99,-2.46
22567,1.45,1.09,-24.76,1,19,1.45,20.73,19.28,1329.49,-4.4
22617,4.95,4.14,-16.34,18,5,89.1,20.71,-68.39,-76.76,-2.99
22129,2.46,0.79,-67.73,1,26,2.46,20.64,18.18,739.12,-2.9
23227,1.25,1.47,17.95,4,14,5.0,20.64,15.64,312.84,-0.81
22689,8.0,6.87,-14.12,30,3,240.0,20.61,-219.39,-91.41,-2.59
22185,0.79,1.29,63.06,12,16,9.48,20.61,11.13,117.41,-3.28
22197,0.85,0.69,-19.34,24,30,20.4,20.57,0.17,0.82,-3.99
22899,2.1,1.71,-18.42,6,12,12.6,20.56,7.96,63.17,-4.44
20679,5.95,5.14,-13.68,3,4,17.85,20.55,2.7,15.1,-2.9
85014B,5.95,5.14,-13.68,3,4,17.85,20.54,2.69,15.1,-2.32
21202,1.65,1.71,3.64,12,12,19.8,20.52,0.72,3.64,-0.49
90180A,2.95,6.84,131.86,6,3,17.7,20.52,2.82,15.93,-0.71
21245,1.45,1.37,-5.85,96,15,139.2,20.48,-118.72,-85.29,-4.35
22380,0.79,1.71,115.96,20,12,15.8,20.47,4.67,29.57,-3.97
84661A,0.79,2.55,223.41,12,8,9.48,20.44,10.96,115.6,0.0
23127,4.95,4.09,-17.42,4,5,19.8,20.44,0.64,3.22,-2.9
23310,0.42,0.35,-17.6,36,59,15.12,20.42,5.3,35.05,-1.58
22433,1.95,1.57,-19.51,6,13,11.7,20.4,8.7,74.4,-4.6
21558,2.55,2.04,-20.0,1,10,2.55,20.4,17.85,700.0,-4.26
22637,2.55,2.04,-20.04,1,10,2.55,20.39,17.84,699.63,-3.88
22432,1.95,1.57,-19.61,6,13,11.7,20.38,8.68,74.18,-4.2
23204,0.85,0.68,-20.09,10,30,8.5,20.38,11.88,139.73,-4.72
21464,4.25,3.4,-20.1,1,6,4.25,20.38,16.13,379.43,-5.0
79164,0.39,0.54,37.44,18,38,7.02,20.37,13.35,190.14,-3.93
21770,4.95,4.07,-17.77,1,5,4.95,20.35,15.4,311.13,-4.8
21232,1.25,1.02,-18.63,4,20,5.0,20.34,15.34,306.87,-3.22
23178,1.25,2.25,80.32,12,9,15.0,20.29,5.29,35.24,-3.5
20886,1.95,1.56,-20.0,1,13,1.95,20.28,18.33,940.0,-5.33
21326,0.65,0.52,-20.05,12,39,7.8,20.27,12.47,159.84,-3.67
22341,3.29,1.45,-56.01,3,14,9.87,20.26,10.39,105.28,-2.14
22575,1.95,1.56,-20.16,1,13,1.95,20.24,18.29,937.87,-4.06
22691,8.25,6.74,-18.28,3,3,24.75,20.23,-4.52,-18.28,-3.69
21382,0.75,2.02,169.22,3,10,2.25,20.19,17.94,797.39,1.12
47567B,12.46,5.05,-59.51,2,4,24.92,20.18,-4.74,-19.02,-2.54
23156,2.08,1.68,-19.16,1,12,2.08,20.18,18.1,870.03,-3.37
23538,4.95,4.03,-18.53,2,5,9.9,20.16,10.26,103.67,-2.67
47599A,2.1,1.68,-20.0,12,12,25.2,20.16,-5.04,-20.0,-3.68
72351B,2.1,1.68,-20.0,3,12,6.3,20.16,13.86,220.0,-3.95
22516,2.1,1.68,-20.0,2,12,4.2,20.16,15.96,380.0,-6.17
22515,2.1,1.68,-20.0,1,12,2.1,20.16,18.06,860.0,-6.17
22580,11.63,5.03,-56.71,3,4,34.89,20.14,-14.75,-42.28,-1.77
15056P,5.95,5.03,-15.39,1,4,5.95,20.14,14.19,238.43,-2.84
17129F,1.63,0.69,-57.42,1,29,1.63,20.13,18.5,1134.93,-2.51
22638,0.79,1.83,131.27,2,11,1.58,20.1,18.52,1171.98,-3.62
22807,1.25,2.23,78.39,12,9,15.0,20.07,5.07,33.8,-2.73
22295,1.65,1.34,-18.93,12,15,19.8,20.06,0.26,1.34,-2.02
84600,7.95,6.68,-16.0,1,3,7.95,20.03,12.08,152.0,-3.67
21668,1.45,1.05,-27.32,1,19,1.45,20.02,18.57,1280.93,-2.91
21115,1.95,5.0,156.47,8,4,15.6,20.0,4.4,28.24,-2.68
85111,0.29,0.25,-15.0,2,81,0.58,19.97,19.39,3342.37,-6.51
22425,4.95,3.99,-19.4,1,5,4.95,19.95,15.0,303.02,-3.59
23461,4.15,3.32,-20.0,4,6,16.6,19.92,3.32,20.0,-4.69
23101,0.83,0.66,-20.06,2,30,1.66,19.91,18.25,1099.17,-5.85
23212,1.25,1.0,-20.38,12,20,15.0,19.91,4.91,32.7,-3.63
35004G,1.95,6.63,239.83,12,3,23.4,19.88,-3.52,-15.04,-0.28
22057,0.39,0.99,154.59,16,20,6.24,19.86,13.62,218.23,-3.72
70006,0.79,1.05,32.29,4,19,3.16,19.86,16.7,528.39,-1.42
90164A,1.95,3.97,103.54,6,5,11.7,19.84,8.14,69.62,-2.7
21670,1.45,1.04,-28.0,1,19,1.45,19.84,18.39,1268.02,-2.93
22647,0.39,0.76,95.54,36,26,14.04,19.83,5.79,41.22,-1.34
22914,4.95,3.96,-20.0,3,5,14.85,19.8,4.95,33.33,-3.91
21498,0.42,0.33,-20.24,25,59,10.5,19.76,9.26,88.23,-3.45
23297,1.65,1.32,-20.16,1,15,1.65,19.76,18.11,1097.67,-1.48
22956,0.79,1.65,108.25,1,12,0.79,19.74,18.95,2398.99,-4.3
21812,4.95,3.95,-20.3,1,5,4.95,19.73,14.78,298.51,-1.79
20983,0.85,0.68,-20.05,24,29,20.4,19.71,-0.69,-3.39,-5.31
37446,1.45,1.16,-20.08,3,17,4.35,19.7,15.35,352.91,-5.33
85036A,1.25,2.81,125.11,1,7,1.25,19.7,18.45,1475.77,-4.66
22274,2.95,2.46,-16.68,2,8,5.9,19.66,13.76,233.3,-3.43
22317,5.79,2.46,-57.55,2,8,11.58,19.66,8.08,69.78,-2.89
85014A,5.95,4.91,-17.47,1,4,5.95,19.64,13.69,230.13,-2.19
23180,1.65,3.91,136.89,1,5,1.65,19.54,17.89,1084.44,-3.0
22592,3.75,3.25,-13.21,5,6,18.75,19.53,0.78,4.15,-2.5
